"postCode","actUseTypTxt","count"
"544314","Executive","56"
"544313","4-room","26"
"544313","Executive","58"
"544311","4-room","53"
"544311","5-room","51"
"544309","4-room","53"
"544309","5-room","51"
"544307","4-room","32"
"544307","5-room","64"
"544305","4-room","40"
"544305","5-room","70"
"544302","Executive","90"
"544301","4-room","14"
"544301","5-room","84"
"544298","4-room","67"
"544298","5-room","78"
"544298","Executive","32"
"544293","4-room","28"
"544293","5-room","56"
"544291","4-room","58"
"544291","5-room","60"
"544277","4-room","107"
"544275","4-room","104"
"544273","4-room","112"
"544272","4-room","106"
"544269","4-room","67"
"544269","5-room","32"
"544268","4-room","64"
"544268","5-room","32"
"544265","4-room","64"
"544264","4-room","64"
"544262","5-room","84"
"544261","4-room","1"
"544261","5-room","85"
"544260","4-room","42"
"544260","5-room","84"
"544258","4-room","1"
"544258","5-room","85"
"544250","Executive","84"
"544227","5-room","60"
"544224","4-room","54"
"544224","5-room","13"
"544223","4-room","81"
"544223","5-room","15"
"544216","4-room","30"
"544216","5-room","60"
"544211","3-room","30"
"544211","4-room","90"
"544207","4-room","30"
"544207","5-room","63"
"544206","5-room","90"
"544204","Executive","90"
"544203","Executive","90"
"544201","4-room","15"
"544201","5-room","86"
"544200","4-room","15"
"544200","5-room","86"
"544188","4-room","27"
"544188","5-room","73"
"544186","4-room","17"
"544186","5-room","80"
"544185","4-room","109"
"544183","4-room","138"
"544180","2-room","85"
"544180","3-room","68"
"544178","4-room","117"
"544158","4-room","34"
"544158","5-room","68"
"544157","4-room","34"
"544157","5-room","68"
"544123","4-room","20"
"544123","5-room","40"
"544122","4-room","32"
"544122","5-room","96"
"544121","4-room","50"
"544121","5-room","65"
"544119","4-room","28"
"544119","5-room","28"
"544119","Executive","31"
"543338","4-room","120"
"543336","4-room","45"
"543336","5-room","45"
"543335","4-room","44"
"543335","5-room","45"
"543334","3-room","71"
"543334","4-room","44"
"543333","4-room","45"
"543333","5-room","45"
"543332","4-room","60"
"543332","5-room","60"
"543331","3-room","30"
"543331","4-room","60"
"543327","4-room","90"
"543326","4-room","45"
"543326","5-room","44"
"543325","4-room","28"
"543325","5-room","84"
"543324","Executive","84"
"543323","4-room","28"
"543323","5-room","84"
"543322","4-room","28"
"543322","5-room","56"
"543321","4-room","28"
"543321","5-room","84"
"543320","Executive","84"
"543319","4-room","28"
"543319","5-room","84"
"543318","4-room","28"
"543318","5-room","54"
"543317","4-room","26"
"543317","5-room","58"
"543316","5-room","28"
"543316","Executive","44"
"543315","5-room","56"
"543315","Executive","44"
"543314","4-room","26"
"543314","5-room","58"
"543313","4-room","26"
"543313","5-room","58"
"543311","4-room","53"
"543311","5-room","51"
"543309","4-room","53"
"543309","5-room","51"
"543308","4-room","42"
"543308","5-room","74"
"543307","4-room","32"
"543307","5-room","66"
"543306","4-room","91"
"543306","5-room","60"
"543305","4-room","16"
"543305","5-room","91"
"543303","4-room","159"
"543302","Executive","84"
"543301","4-room","59"
"543301","5-room","85"
"543299","5-room","64"
"543299","Executive","64"
"543298","4-room","67"
"543298","5-room","78"
"543298","Executive","32"
"543296","4-room","57"
"543296","5-room","57"
"543295","4-room","42"
"543295","5-room","56"
"543293","4-room","56"
"543293","5-room","56"
"543291","Executive","84"
"543290","4-room","30"
"543290","5-room","60"
"543288","4-room","56"
"543288","5-room","28"
"543287","4-room","56"
"543287","5-room","56"
"543286","Studio Apartment","65"
"543286","2-room","19"
"543286","3-room","84"
"543286","4-room","56"
"543282","4-room","28"
"543282","5-room","56"
"543279","Studio Apartment","79"
"543279","2-room","5"
"543279","3-room","56"
"543278","Studio Apartment","56"
"543278","2-room","13"
"543278","4-room","31"
"543277","4-room","104"
"543275","4-room","103"
"543274","Studio Apartment","58"
"543274","2-room","11"
"543274","4-room","31"
"543273","4-room","112"
"543272","4-room","106"
"543271","4-room","92"
"543269","4-room","67"
"543269","5-room","32"
"543268","4-room","64"
"543268","5-room","32"
"543266","4-room","64"
"543265","4-room","64"
"543264","4-room","64"
"543262","Executive","84"
"543261","4-room","84"
"543260","5-room","84"
"543259","4-room","28"
"543259","5-room","84"
"543258","4-room","1"
"543258","5-room","85"
"543257","4-room","44"
"543257","5-room","84"
"543250","Executive","84"
"543228","5-room","60"
"543227","4-room","86"
"543227","5-room","24"
"543226","Executive","100"
"543225","Executive","100"
"543224","5-room","59"
"543223","5-room","59"
"543217","4-room","75"
"543217","5-room","30"
"543216","4-room","30"
"543216","5-room","60"
"543212","4-room","84"
"543211","3-room","30"
"543211","4-room","90"
"543210","2-room","30"
"543210","3-room","30"
"543210","4-room","60"
"543209","3-room","30"
"543209","4-room","60"
"543207","4-room","30"
"543207","5-room","63"
"543206","4-room","62"
"543206","5-room","90"
"543205","4-room","30"
"543205","5-room","90"
"543204","4-room","30"
"543204","5-room","60"
"543203","4-room","30"
"543203","5-room","60"
"543202","4-room","61"
"543202","5-room","61"
"543201","4-room","61"
"543201","5-room","61"
"543192","5-room","98"
"543189","Executive","94"
"543188","4-room","50"
"543188","5-room","94"
"543186","4-room","34"
"543186","5-room","64"
"543185","4-room","127"
"543184","4-room","151"
"543183","4-room","48"
"543183","5-room","64"
"543180","4-room","136"
"543178","4-room","102"
"543164","4-room","34"
"543164","5-room","68"
"543163","3-room","34"
"543163","4-room","68"
"543162","4-room","34"
"543162","5-room","68"
"543158","4-room","34"
"543158","5-room","68"
"543157","4-room","34"
"543157","5-room","68"
"543124","4-room","90"
"543123","4-room","26"
"543123","5-room","52"
"543122","Executive","96"
"543121","4-room","32"
"543121","5-room","64"
"543120","4-room","32"
"543120","5-room","32"
"543120","Executive","51"
"543119","4-room","32"
"543119","5-room","32"
"543119","Executive","42"
"543117","4-room","32"
"543117","5-room","64"
"543116","4-room","32"
"543116","5-room","64"
"542338","4-room","60"
"542338","5-room","70"
"542336","4-room","45"
"542336","5-room","75"
"542335","4-room","45"
"542335","5-room","45"
"542334","3-room","57"
"542334","4-room","60"
"542333","4-room","45"
"542333","5-room","45"
"542332","4-room","75"
"542332","5-room","45"
"542331","4-room","45"
"542331","5-room","60"
"542330","4-room","75"
"542330","5-room","30"
"542329","4-room","45"
"542329","5-room","60"
"542327","Studio Apartment","146"
"542327","2-room","4"
"542327","4-room","30"
"542326","4-room","45"
"542326","5-room","44"
"542325","4-room","58"
"542325","5-room","85"
"542324","4-room","28"
"542324","5-room","58"
"542323","4-room","72"
"542323","5-room","85"
"542322","4-room","28"
"542322","5-room","56"
"542321","4-room","72"
"542321","5-room","81"
"542320","4-room","28"
"542320","5-room","58"
"542319","4-room","58"
"542319","5-room","81"
"542318","4-room","24"
"542318","5-room","82"
"542317","4-room","26"
"542317","5-room","82"
"542316","5-room","28"
"542316","Executive","44"
"542315","5-room","28"
"542315","Executive","44"
"542314","4-room","26"
"542314","5-room","82"
"542313","4-room","26"
"542313","5-room","82"
"542312","5-room","36"
"542312","Executive","68"
"542311","4-room","53"
"542311","5-room","51"
"542310","5-room","53"
"542310","Executive","51"
"542309","4-room","53"
"542309","5-room","51"
"542308","4-room","32"
"542308","5-room","66"
"542307","Executive","90"
"542306","Executive","90"
"542305","4-room","16"
"542305","5-room","91"
"542304","4-room","32"
"542304","5-room","91"
"542303","4-room","154"
"542302","2-room","84"
"542302","3-room","84"
"542301","4-room","28"
"542301","5-room","84"
"542299","4-room","51"
"542299","5-room","94"
"542299","Executive","32"
"542298","4-room","67"
"542298","5-room","78"
"542298","Executive","32"
"542297","4-room","99"
"542297","5-room","46"
"542297","Executive","32"
"542296","4-room","57"
"542296","5-room","57"
"542295","4-room","72"
"542295","5-room","56"
"542293","4-room","56"
"542293","5-room","56"
"542292","4-room","70"
"542292","5-room","84"
"542291","4-room","15"
"542291","5-room","86"
"542290","4-room","44"
"542290","5-room","84"
"542289","3-room","70"
"542289","4-room","56"
"542289","5-room","28"
"542288","4-room","28"
"542288","5-room","56"
"542287","4-room","28"
"542287","5-room","28"
"542286","4-room","56"
"542286","5-room","56"
"542282","4-room","28"
"542282","5-room","56"
"542281","4-room","112"
"542280","4-room","42"
"542280","5-room","42"
"542279","4-room","28"
"542279","5-room","56"
"542278","4-room","46"
"542278","5-room","47"
"542277","4-room","112"
"542275","4-room","110"
"542274","4-room","46"
"542274","5-room","47"
"542273","4-room","56"
"542272","4-room","106"
"542271","4-room","92"
"542269","4-room","67"
"542269","5-room","32"
"542268","4-room","63"
"542268","5-room","32"
"542267","4-room","61"
"542267","5-room","32"
"542266","4-room","64"
"542265","4-room","64"
"542264","4-room","64"
"542262","Executive","84"
"542261","4-room","28"
"542261","5-room","84"
"542260","4-room","1"
"542260","5-room","85"
"542259","4-room","84"
"542258","4-room","1"
"542258","5-room","85"
"542257","4-room","84"
"542250","Executive","84"
"542228","4-room","74"
"542228","5-room","24"
"542227","5-room","60"
"542226","5-room","59"
"542225","5-room","59"
"542224","5-room","59"
"542223","5-room","59"
"542217","3-room","29"
"542217","4-room","60"
"542217","5-room","30"
"542216","4-room","30"
"542216","5-room","60"
"542215","4-room","75"
"542215","5-room","30"
"542213","4-room","84"
"542212","4-room","56"
"542212","5-room","28"
"542211","3-room","30"
"542211","4-room","90"
"542210","4-room","60"
"542209","3-room","30"
"542209","4-room","60"
"542208","4-room","60"
"542207","4-room","124"
"542206","4-room","30"
"542206","5-room","90"
"542205","Executive","67"
"542204","4-room","16"
"542204","5-room","87"
"542203","4-room","16"
"542203","5-room","87"
"542202","Executive","84"
"542201","4-room","77"
"542201","5-room","75"
"542200","4-room","16"
"542200","5-room","91"
"542192","5-room","98"
"542191","4-room","29"
"542191","5-room","57"
"542190","4-room","71"
"542190","5-room","57"
"542189","Executive","88"
"542188","4-room","50"
"542188","5-room","94"
"542187","4-room","16"
"542187","5-room","79"
"542186","4-room","17"
"542186","5-room","64"
"542185","4-room","133"
"542184","4-room","48"
"542184","5-room","64"
"542183","4-room","48"
"542183","5-room","64"
"542180","2-room","68"
"542180","3-room","85"
"542178","4-room","170"
"542164","3-room","68"
"542164","4-room","34"
"542163","4-room","34"
"542163","5-room","34"
"542162","4-room","68"
"542162","5-room","34"
"542158","4-room","34"
"542158","5-room","68"
"542157","4-room","32"
"542157","5-room","68"
"542124","4-room","90"
"542123","4-room","32"
"542123","5-room","64"
"542122","Executive","96"
"542121","4-room","32"
"542121","5-room","64"
"542120","4-room","48"
"542120","5-room","32"
"542120","Executive","35"
"542119","4-room","42"
"542119","5-room","28"
"542119","Executive","31"
"542117","4-room","34"
"542117","5-room","65"
"542117","Executive","32"
"542116","4-room","34"
"542116","5-room","65"
"542116","Executive","32"
"541338","4-room","58"
"541338","5-room","90"
"541336","3-room","45"
"541336","4-room","45"
"541335","4-room","45"
"541335","5-room","75"
"541334","3-room","45"
"541334","4-room","45"
"541333","4-room","45"
"541333","5-room","45"
"541332","4-room","60"
"541332","5-room","30"
"541331","4-room","45"
"541331","5-room","45"
"541330","4-room","75"
"541330","5-room","30"
"541329","3-room","58"
"541329","4-room","59"
"541327","Studio Apartment","88"
"541327","2-room","2"
"541327","4-room","30"
"541326","4-room","57"
"541326","5-room","30"
"541325","4-room","26"
"541325","5-room","74"
"541324","4-room","88"
"541323","4-room","40"
"541323","5-room","74"
"541322","4-room","116"
"541321","4-room","40"
"541321","5-room","70"
"541320","4-room","88"
"541319","4-room","40"
"541319","5-room","70"
"541318","4-room","22"
"541318","5-room","56"
"541317","4-room","26"
"541317","5-room","56"
"541316","5-room","56"
"541316","Executive","44"
"541315","5-room","28"
"541315","Executive","44"
"541314","4-room","22"
"541314","5-room","56"
"541313","4-room","26"
"541313","5-room","56"
"541312","5-room","36"
"541312","Executive","68"
"541311","4-room","53"
"541311","5-room","51"
"541310","5-room","53"
"541310","Executive","51"
"541309","4-room","53"
"541309","5-room","51"
"541308","4-room","42"
"541308","5-room","74"
"541307","4-room","30"
"541307","5-room","62"
"541306","4-room","42"
"541306","5-room","71"
"541305","4-room","40"
"541305","5-room","70"
"541304","4-room","62"
"541304","5-room","79"
"541303","4-room","56"
"541303","5-room","74"
"541302","4-room","28"
"541302","5-room","84"
"541301","4-room","14"
"541301","5-room","74"
"541299","4-room","51"
"541299","5-room","94"
"541299","Executive","32"
"541298","4-room","67"
"541298","5-room","78"
"541298","Executive","32"
"541297","4-room","99"
"541297","5-room","46"
"541297","Executive","32"
"541296","4-room","56"
"541296","5-room","56"
"541295","4-room","86"
"541295","5-room","56"
"541294","4-room","56"
"541294","5-room","28"
"541293","4-room","56"
"541293","5-room","26"
"541292","4-room","14"
"541292","5-room","84"
"541291","4-room","28"
"541291","5-room","74"
"541290","4-room","70"
"541290","5-room","74"
"541289","3-room","42"
"541289","4-room","84"
"541289","5-room","28"
"541288","4-room","56"
"541288","5-room","56"
"541287","Studio Apartment","68"
"541287","2-room","16"
"541287","4-room","56"
"541287","5-room","56"
"541286","4-room","56"
"541286","5-room","56"
"541282","4-room","112"
"541281","3-room","56"
"541281","4-room","28"
"541280","4-room","42"
"541280","5-room","42"
"541279","Studio Apartment","125"
"541279","2-room","15"
"541279","3-room","28"
"541278","4-room","50"
"541278","5-room","64"
"541277","4-room","110"
"541275","4-room","112"
"541274","4-room","49"
"541274","5-room","49"
"541273","4-room","56"
"541272","4-room","106"
"541271","4-room","90"
"541270","4-room","100"
"541269","4-room","62"
"541269","5-room","32"
"541268","4-room","63"
"541268","5-room","32"
"541267","4-room","63"
"541267","5-room","32"
"541266","4-room","64"
"541265","4-room","64"
"541264","4-room","50"
"541262","4-room","42"
"541262","5-room","84"
"541261","4-room","1"
"541261","5-room","85"
"541260","4-room","28"
"541260","5-room","74"
"541259","4-room","28"
"541259","5-room","74"
"541258","4-room","1"
"541258","5-room","85"
"541257","4-room","44"
"541257","5-room","74"
"541250","Executive","84"
"541228","5-room","60"
"541227","4-room","72"
"541227","5-room","12"
"541226","4-room","84"
"541226","5-room","15"
"541225","4-room","65"
"541225","5-room","13"
"541224","4-room","65"
"541224","5-room","13"
"541223","4-room","81"
"541223","5-room","15"
"541217","4-room","60"
"541217","5-room","30"
"541216","4-room","30"
"541216","5-room","59"
"541215","3-room","75"
"541215","4-room","75"
"541213","4-room","56"
"541213","5-room","28"
"541212","4-room","56"
"541212","5-room","28"
"541211","4-room","90"
"541210","2-room","30"
"541210","3-room","30"
"541210","4-room","60"
"541209","3-room","45"
"541209","4-room","45"
"541208","4-room","60"
"541206","4-room","62"
"541206","5-room","90"
"541205","Executive","85"
"541204","4-room","76"
"541204","5-room","81"
"541203","4-room","76"
"541203","5-room","81"
"541202","Executive","84"
"541201","4-room","73"
"541201","5-room","64"
"541200","4-room","60"
"541200","5-room","79"
"541192","5-room","98"
"541191","4-room","29"
"541191","5-room","57"
"541190","4-room","41"
"541190","5-room","57"
"541189","Executive","94"
"541188","4-room","27"
"541188","5-room","73"
"541187","4-room","16"
"541187","5-room","79"
"541186","4-room","17"
"541186","5-room","80"
"541185","4-room","27"
"541185","5-room","43"
"541184","4-room","48"
"541184","5-room","64"
"541183","5-room","96"
"541180","2-room","85"
"541180","3-room","68"
"541178","4-room","136"
"541164","4-room","51"
"541164","5-room","51"
"541163","4-room","34"
"541163","5-room","68"
"541162","4-room","68"
"541162","5-room","34"
"541159","4-room","78"
"541159","5-room","18"
"541158","4-room","34"
"541158","5-room","68"
"541157","4-room","34"
"541157","5-room","68"
"541124","4-room","50"
"541124","5-room","50"
"541123","4-room","32"
"541123","5-room","64"
"541122","4-room","32"
"541122","5-room","96"
"541121","4-room","32"
"541121","5-room","64"
"541120","4-room","27"
"541120","5-room","18"
"541120","Executive","16"
"541119","4-room","48"
"541119","5-room","32"
"541119","Executive","46"
"541117","4-room","32"
"541117","5-room","64"
"541117","Executive","32"
"541116","4-room","32"
"541116","5-room","64"
"541116","Executive","32"
"540350","1-room","173"
"540350","2-room","171"
"540264","4-room","64"
"540256","5-room","84"
"540255","5-room","84"
"540254","5-room","90"
"540253","5-room","90"
"540252","4-room","30"
"540252","5-room","90"
"540251","5-room","90"
"540249","4-room","87"
"540248","4-room","28"
"540248","5-room","84"
"540247","4-room","87"
"540246","5-room","84"
"540245","5-room","84"
"540244","5-room","84"
"540241","4-room","45"
"540241","5-room","45"
"540240","4-room","62"
"540240","5-room","30"
"540239","4-room","42"
"540239","5-room","56"
"540238","4-room","92"
"540238","5-room","45"
"540237","4-room","60"
"540237","5-room","60"
"540236","4-room","60"
"540236","5-room","60"
"540235","4-room","56"
"540235","5-room","28"
"540234","4-room","56"
"540234","5-room","28"
"540233","4-room","15"
"540233","5-room","75"
"540232","4-room","56"
"540232","5-room","84"
"540231","4-room","120"
"540231","5-room","30"
"540230","4-room","120"
"540230","5-room","30"
"540229","4-room","15"
"540229","5-room","75"
"540202","4-room","90"
"540197","4-room","34"
"540197","5-room","90"
"540196","4-room","34"
"540196","5-room","89"
"540195","4-room","128"
"540195","5-room","38"
"540194","4-room","115"
"540194","5-room","65"
"540193","4-room","80"
"540193","5-room","96"
"540182","1-room","323"
"540182","2-room","115"
"540156","4-room","146"
"540155","4-room","32"
"540155","5-room","66"
"540154","4-room","96"
"540153","4-room","96"
"540152","4-room","32"
"540152","5-room","64"
"540151","4-room","32"
"540151","5-room","66"
"540150","4-room","146"
"540149","4-room","34"
"540149","5-room","97"
"540148","4-room","32"
"540148","5-room","91"
"540147","Executive","96"
"540146","4-room","34"
"540146","5-room","97"
"540145","4-room","34"
"540145","5-room","97"
"540144","4-room","34"
"540144","5-room","97"
"540143","Executive","96"
"540142","4-room","32"
"540142","5-room","91"
"540141","4-room","59"
"540141","5-room","60"
"540140","4-room","128"
"540139","Executive","63"
"540138","Executive","63"
"540137","Executive","80"
"540136","Executive","80"
"540135","Executive","80"
"540134","4-room","16"
"540134","5-room","75"
"540133","4-room","16"
"540133","5-room","75"
"540132","4-room","59"
"540132","5-room","60"
"540131","4-room","160"
"540130","4-room","64"
"540130","5-room","16"
"540129","4-room","60"
"540129","5-room","15"
"540128","4-room","59"
"540128","5-room","60"
"540127","4-room","59"
"540127","5-room","38"
"540126","4-room","48"
"540126","5-room","41"
"540125","4-room","64"
"540125","5-room","64"
"540124","4-room","40"
"540124","5-room","40"
"540123","4-room","32"
"540123","5-room","64"
"540122","4-room","50"
"540122","5-room","65"
"540121","4-room","34"
"540121","5-room","97"
"540115","4-room","56"
"540115","5-room","66"
"540114","4-room","64"
"540114","5-room","32"
"540113","4-room","72"
"540113","5-room","66"
"540112","4-room","16"
"540112","5-room","75"
"540111","4-room","32"
"540111","5-room","75"
"540110","4-room","28"
"540110","5-room","75"
"540109","5-room","96"
"540108","4-room","60"
"540108","5-room","18"
"540107","4-room","60"
"540107","5-room","18"
"540106","4-room","60"
"540106","5-room","18"
"540105","4-room","60"
"540105","5-room","18"
"540104","4-room","60"
"540104","5-room","18"
"540103","Executive","123"
"540102","Executive","129"
"540101","4-room","56"
"540101","5-room","75"
"539174","1-room","99"
"539174","2-room","109"
"538698","Executive","64"
"538473","4-room","34"
"538473","5-room","102"
"537984","5-room","104"
"537981","4-room","32"
"537981","5-room","48"
"537475","3-room","34"
"537475","4-room","102"
"537475","5-room","68"
"537365","3-room","32"
"537365","4-room","64"
"536980","4-room","47"
"536980","5-room","45"
"536978","4-room","60"
"536978","5-room","32"
"535986","1-room","150"
"535986","2-room","45"
"534997","4-room","90"
"534997","5-room","75"
"533988","4-room","76"
"533987","3-room","33"
"533987","4-room","100"
"533986","1-room","150"
"533986","2-room","45"
"533984","4-room","68"
"533984","5-room","36"
"533981","4-room","64"
"533981","5-room","34"
"533980","4-room","115"
"533979","4-room","56"
"533979","5-room","56"
"533978","4-room","60"
"533978","5-room","32"
"533699","4-room","122"
"533698","Executive","73"
"533477","4-room","90"
"533477","5-room","36"
"533476","4-room","80"
"533476","5-room","50"
"533475","3-room","34"
"533475","4-room","34"
"533475","5-room","68"
"533473","3-room","34"
"533473","4-room","68"
"533473","5-room","34"
"533470","4-room","68"
"533470","5-room","68"
"533376","Studio Apartment","90"
"533376","2-room","18"
"533376","4-room","54"
"533365","3-room","32"
"533365","4-room","96"
"533174","1-room","99"
"533174","2-room","110"
"532997","4-room","60"
"532997","5-room","104"
"532988","4-room","76"
"532987","2-room","128"
"532987","3-room","80"
"532986","2-room","70"
"532986","3-room","70"
"532985","5-room","104"
"532984","5-room","104"
"532981","4-room","60"
"532981","5-room","32"
"532980","4-room","44"
"532980","5-room","42"
"532979","4-room","60"
"532979","5-room","60"
"532932","3-room","44"
"532932","4-room","75"
"532699","4-room","75"
"532698","5-room","92"
"532477","4-room","54"
"532477","5-room","86"
"532476","4-room","107"
"532476","5-room","36"
"532475","3-room","34"
"532475","4-room","34"
"532475","5-room","68"
"532473","3-room","68"
"532473","4-room","68"
"532471","3-room","24"
"532471","4-room","98"
"532471","5-room","34"
"532470","3-room","50"
"532470","4-room","90"
"532470","5-room","32"
"532376","Studio Apartment","79"
"532376","2-room","11"
"532376","4-room","48"
"532365","3-room","32"
"532365","4-room","96"
"532364","Studio Apartment","60"
"532364","2-room","15"
"532364","3-room","30"
"532364","4-room","21"
"532174","Studio Apartment","91"
"532174","2-room","5"
"532174","3-room","70"
"531997","4-room","82"
"531997","5-room","56"
"531988","4-room","75"
"531987","4-room","131"
"531986","2-room","70"
"531986","3-room","70"
"531985","4-room","102"
"531984","4-room","104"
"531981","4-room","60"
"531981","5-room","32"
"531980","4-room","112"
"531979","4-room","47"
"531979","5-room","45"
"531933","3-room","30"
"531933","4-room","75"
"531932","3-room","30"
"531932","4-room","60"
"531699","5-room","96"
"531698","4-room","76"
"531698","5-room","14"
"531477","4-room","62"
"531477","5-room","36"
"531476","3-room","108"
"531476","4-room","36"
"531475","3-room","34"
"531475","4-room","102"
"531475","5-room","68"
"531473","3-room","34"
"531473","4-room","34"
"531473","5-room","102"
"531471","3-room","24"
"531471","4-room","132"
"531470","4-room","140"
"531470","5-room","32"
"531376","4-room","79"
"531365","3-room","32"
"531365","4-room","96"
"531364","Studio Apartment","58"
"531364","2-room","17"
"531364","3-room","30"
"531364","4-room","21"
"531174","Studio Apartment","81"
"531174","2-room","15"
"531174","3-room","70"
"531008","2-room","154"
"531007","4-room","88"
"531006","4-room","88"
"531004","3-room","128"
"531004","5-room","1"
"531003","3-room","117"
"531003","5-room","2"
"531002","3-room","161"
"531002","5-room","4"
"531001","3-room","176"
"531001","5-room","3"
"530976","4-room","56"
"530976","5-room","28"
"530975","Executive","84"
"530974","Executive","84"
"530973","5-room","86"
"530972","Executive","84"
"530971","5-room","86"
"530970","4-room","112"
"530970","5-room","28"
"530969","4-room","108"
"530968","4-room","108"
"530967","Executive","84"
"530966","5-room","86"
"530965","4-room","116"
"530965","5-room","24"
"530964","4-room","48"
"530964","5-room","54"
"530963","4-room","56"
"530963","5-room","28"
"530962","5-room","86"
"530961","Executive","84"
"530960","Executive","84"
"530959","Executive","84"
"530958","5-room","84"
"530957","5-room","84"
"530956","5-room","84"
"530955","5-room","84"
"530954","4-room","75"
"530954","5-room","60"
"530953","4-room","48"
"530953","5-room","54"
"530952","4-room","90"
"530952","5-room","24"
"530951","4-room","45"
"530951","5-room","60"
"530950","4-room","56"
"530950","5-room","56"
"530946","4-room","32"
"530946","5-room","46"
"530945","4-room","32"
"530945","5-room","46"
"530944","4-room","52"
"530944","5-room","26"
"530943","4-room","60"
"530943","5-room","46"
"530942","4-room","73"
"530942","5-room","46"
"530941","4-room","39"
"530941","5-room","52"
"530940","Executive","78"
"530939","4-room","52"
"530939","5-room","20"
"530938","4-room","62"
"530938","5-room","20"
"530937","4-room","39"
"530937","5-room","52"
"530936","4-room","26"
"530936","5-room","52"
"530931","4-room","38"
"530931","5-room","42"
"530930","4-room","54"
"530930","5-room","45"
"530929","4-room","50"
"530929","5-room","42"
"530928","4-room","53"
"530928","5-room","42"
"530927","4-room","50"
"530927","5-room","42"
"530926","4-room","50"
"530926","5-room","42"
"530925","4-room","54"
"530925","5-room","45"
"530924","4-room","54"
"530924","5-room","45"
"530923","4-room","57"
"530923","5-room","45"
"530922","4-room","41"
"530922","5-room","45"
"530921","4-room","41"
"530921","5-room","45"
"530920","4-room","54"
"530920","5-room","45"
"530919","4-room","58"
"530919","5-room","48"
"530918","4-room","61"
"530918","5-room","48"
"530917","4-room","58"
"530917","5-room","48"
"530916","4-room","58"
"530916","5-room","48"
"530915","4-room","43"
"530915","5-room","43"
"530914","4-room","43"
"530914","5-room","43"
"530913","4-room","52"
"530913","5-room","40"
"530912","4-room","52"
"530912","5-room","40"
"530911","4-room","136"
"530910","4-room","130"
"530909","4-room","107"
"530909","5-room","23"
"530853","Executive","66"
"530852","Executive","56"
"530851","Executive","56"
"530850","Executive","55"
"530838","4-room","52"
"530838","5-room","65"
"530837","4-room","44"
"530837","5-room","65"
"530836","4-room","35"
"530836","5-room","52"
"530835","4-room","72"
"530835","5-room","10"
"530834","Executive","63"
"530833","Executive","57"
"530832","4-room","62"
"530832","5-room","13"
"530831","4-room","78"
"530831","5-room","6"
"530830","4-room","92"
"530830","5-room","16"
"530811","3-room","11"
"530811","4-room","2"
"530811","5-room","1"
"530809","3-room","8"
"530809","4-room","5"
"530806","3-room","8"
"530806","4-room","5"
"530804","3-room","12"
"530804","4-room","2"
"530712","Executive","72"
"530711","4-room","112"
"530710","4-room","18"
"530710","5-room","78"
"530709","3-room","18"
"530709","4-room","112"
"530708","3-room","18"
"530708","4-room","94"
"530707","4-room","18"
"530707","5-room","78"
"530706","4-room","112"
"530705","Executive","72"
"530704","3-room","47"
"530704","4-room","111"
"530703","3-room","91"
"530703","4-room","23"
"530702","3-room","96"
"530702","4-room","24"
"530701","3-room","47"
"530701","4-room","111"
"530699","5-room","128"
"530698","3-room","50"
"530698","4-room","13"
"530697","4-room","148"
"530696","3-room","66"
"530696","4-room","44"
"530695","3-room","66"
"530695","4-room","44"
"530694","3-room","24"
"530694","4-room","8"
"530693","4-room","148"
"530692","3-room","24"
"530692","4-room","8"
"530691","3-room","24"
"530691","4-room","8"
"530690","4-room","92"
"530690","5-room","52"
"530689","3-room","66"
"530689","4-room","44"
"530688","3-room","66"
"530688","4-room","44"
"530687","3-room","8"
"530687","4-room","8"
"530686","4-room","100"
"530686","5-room","58"
"530685","3-room","47"
"530685","4-room","13"
"530685","5-room","1"
"530684","3-room","57"
"530684","4-room","8"
"530683","3-room","50"
"530683","4-room","8"
"530682","3-room","61"
"530682","4-room","23"
"530681","3-room","61"
"530681","4-room","12"
"530680","4-room","88"
"530679","3-room","16"
"530679","4-room","16"
"530678","3-room","75"
"530678","4-room","43"
"530677","3-room","70"
"530677","4-room","48"
"530677","5-room","1"
"530676","4-room","96"
"530675","4-room","120"
"530674","3-room","74"
"530674","4-room","74"
"530673","3-room","60"
"530673","4-room","40"
"530672","3-room","16"
"530672","4-room","16"
"530671","3-room","66"
"530671","4-room","44"
"530670","4-room","20"
"530670","5-room","12"
"530669","3-room","66"
"530669","4-room","44"
"530668","Executive","12"
"530667","3-room","66"
"530667","4-room","66"
"530666","4-room","20"
"530666","5-room","12"
"530665","3-room","66"
"530665","4-room","66"
"530662","3-room","66"
"530662","4-room","66"
"530661","3-room","66"
"530661","4-room","66"
"530660","3-room","66"
"530660","4-room","66"
"530659","Executive","8"
"530658","3-room","66"
"530658","4-room","66"
"530657","5-room","64"
"530656","Executive","20"
"530655","5-room","64"
"530654","Executive","18"
"530653","5-room","64"
"530652","3-room","120"
"530651","Executive","8"
"530650","4-room","148"
"530649","5-room","64"
"530648","4-room","120"
"530647","Executive","12"
"530646","Executive","8"
"530645","3-room","120"
"530644","3-room","116"
"530643","5-room","64"
"530642","3-room","121"
"530641","5-room","64"
"530640","Executive","16"
"530639","Executive","20"
"530638","Executive","16"
"530637","4-room","120"
"530636","4-room","120"
"530635","4-room","120"
"530634","Executive","64"
"530633","Executive","72"
"530632","3-room","80"
