"postCode","actUseTypTxt","count"
"160028","2-room","38"
"160028","3-room","128"
"160028","4-room","7"
"160027","3-room","16"
"160026","3-room","106"
"160026","4-room","1"
"160024","2-room","30"
"160024","3-room","88"
"160024","4-room","1"
"160022","3-room","280"
"160020","2-room","29"
"160020","3-room","83"
"160020","4-room","4"
"160010","3-room","76"
"160010","4-room","152"
"160009","2-room","60"
"160009","3-room","48"
"160009","4-room","2"
"160007","5-room","96"
"160005","4-room","168"
"160003","4-room","120"
"160001","5-room","96"
"153075","4-room","116"
"153075","5-room","58"
"152124","4-room","58"
"152124","5-room","34"
"152120","4-room","120"
"152119","3-room","292"
"152119","5-room","4"
"152095","2-room","78"
"152095","3-room","104"
"152095","4-room","104"
"152075","4-room","116"
"152075","5-room","58"
"152063","4-room","112"
"152063","5-room","29"
"152028","2-room","59"
"152028","3-room","143"
"152028","4-room","4"
"151126","5-room","116"
"151125","4-room","44"
"151125","5-room","34"
"151124","4-room","42"
"151124","5-room","38"
"151123","1-room","320"
"151121","1-room","224"
"151119","3-room","3"
"151117","1-room","280"
"151116","3-room","72"
"151116","5-room","1"
"151095","2-room","49"
"151095","3-room","104"
"151095","4-room","104"
"151077","4-room","116"
"151077","5-room","58"
"151076","4-room","116"
"151076","5-room","58"
"151075","4-room","116"
"151075","5-room","58"
"151074","4-room","48"
"151074","5-room","116"
"151073","4-room","46"
"151073","5-room","116"
"151063","4-room","34"
"151063","5-room","84"
"151057","2-room","176"
"151055","2-room","360"
"151055","3-room","60"
"151048","4-room","81"
"151048","5-room","40"
"151047","4-room","66"
"151047","5-room","22"
"151040","4-room","105"
"151039","4-room","105"
"151028","2-room","29"
"151028","3-room","117"
"151028","4-room","2"
"151022","3-room","42"
"151021","3-room","42"
"151020","3-room","42"
"151019","3-room","42"
"151018","3-room","41"
"151017","3-room","42"
"151014","3-room","42"
"151013","3-room","42"
"151012","3-room","42"
"151011","3-room","42"
"151010","3-room","42"
"151009","3-room","42"
"151008","3-room","38"
"151008","4-room","2"
"151007","3-room","42"
"151006","3-room","42"
"151003","3-room","42"
"151002","3-room","42"
"151001","3-room","40"
"151001","4-room","1"
"150165","3-room","3"
"150165","4-room","1"
"150164","3-room","3"
"150161","3-room","53"
"150161","4-room","3"
"150161","5-room","1"
"150130","3-room","282"
"150130","5-room","11"
"150129","3-room","290"
"150129","5-room","7"
"150128","3-room","296"
"150128","5-room","4"
"150127","3-room","3"
"150125","3-room","3"
"150124","3-room","15"
"150124","4-room","2"
"150122","3-room","20"
"150121","3-room","16"
"150118","Studio Apartment","114"
"150118","2-room","16"
"150117","5-room","96"
"150116","5-room","96"
"150115","5-room","96"
"150106","4-room","130"
"150105","3-room","264"
"150105","5-room","6"
"150104","4-room","96"
"150103","4-room","140"
"150102","4-room","140"
"150101","4-room","96"
"150093","2-room","360"
"150092","2-room","360"
"150091","2-room","360"
"150090","1-room","264"
"150089","1-room","264"
"150088","4-room","60"
"150087","5-room","114"
"150086","3-room","144"
"150083","4-room","20"
"150083","5-room","82"
"150082","4-room","5"
"150082","5-room","82"
"150081","4-room","5"
"150081","5-room","100"
"150080","3-room","4"
"150078","2-room","144"
"150072","1-room","145"
"150072","2-room","36"
"150071","1-room","136"
"150071","2-room","36"
"150070","4-room","63"
"150070","5-room","23"
"150069","4-room","77"
"150069","5-room","29"
"150068","4-room","77"
"150068","5-room","29"
"150061","2-room","144"
"150059","2-room","176"
"150058","2-room","176"
"150056","2-room","176"
"150054","4-room","20"
"150054","5-room","12"
"150053","4-room","70"
"150053","5-room","40"
"150052","4-room","74"
"150052","5-room","58"
"150051","4-room","74"
"150051","5-room","58"
"150050","4-room","74"
"150050","5-room","58"
"150049","4-room","48"
"150049","5-room","40"
"150046","4-room","66"
"150046","5-room","22"
"150045","5-room","16"
"150044","5-room","16"
"150043","4-room","22"
"150043","5-room","6"
"150038","4-room","105"
"150037","3-room","194"
"150037","4-room","5"
"150036","4-room","11"
"150036","5-room","105"
"150035","4-room","11"
"150035","5-room","105"
"150016","3-room","42"
"150015","3-room","42"
"150014","4-room","48"
"150014","5-room","38"
"150013","4-room","36"
"150013","5-room","42"
"150012","4-room","32"
"150012","5-room","48"
"150011","3-room","21"
"150010","3-room","20"
"150010","4-room","8"
"150009","4-room","34"
"150009","5-room","68"
"150008","4-room","34"
"150008","5-room","68"
"150007","3-room","35"
"150005","3-room","42"
"150003","1-room","520"
"150002","3-room","239"
"150002","5-room","1"
"150001","3-room","244"
"144091","Studio Apartment","19"
"144091","2-room","2"
"144091","3-room","22"
"144091","4-room","95"
"144091","5-room","12"
"144061","3-room","52"
"144061","4-room","110"
"143062","Studio Apartment","70"
"143062","2-room","6"
"143062","3-room","52"
"143062","4-room","52"
"143061","3-room","52"
"143061","4-room","110"
"143040","2-room","28"
"143040","3-room","84"
"143040","4-room","4"
"142093","Studio Apartment","19"
"142093","2-room","2"
"142093","3-room","22"
"142093","4-room","84"
"142093","5-room","23"
"142091","Studio Apartment","37"
"142091","2-room","1"
"142091","4-room","254"
"142091","5-room","39"
"142090","Studio Apartment","20"
"142090","2-room","1"
"142090","3-room","22"
"142090","4-room","95"
"142090","5-room","12"
"142089","Studio Apartment","19"
"142089","2-room","2"
"142089","3-room","22"
"142089","4-room","99"
"142089","5-room","12"
"142088","4-room","282"
"142088","5-room","38"
"142062","4-room","29"
"142062","5-room","81"
"142061","Studio Apartment","71"
"142061","2-room","5"
"142061","3-room","26"
"142061","4-room","78"
"142059","4-room","101"
"142059","5-room","36"
"142058","4-room","94"
"142058","5-room","29"
"142056","3-room","8"
"142055","3-room","6"
"142053","3-room","106"
"142053","4-room","134"
"142053","5-room","39"
"142052","2-room","28"
"142052","3-room","50"
"142052","4-room","28"
"142050","3-room","106"
"142050","4-room","133"
"142050","5-room","39"
"142044","2-room","29"
"142044","3-room","83"
"142044","4-room","4"
"142043","2-room","29"
"142043","3-room","79"
"142043","4-room","6"
"142034","2-room","28"
"142034","3-room","86"
"142034","4-room","3"
"142033","2-room","29"
"142033","3-room","83"
"142033","4-room","4"
"142032","2-room","27"
"142032","3-room","75"
"142032","4-room","3"
"142027","2-room","25"
"142027","3-room","79"
"142027","4-room","5"
"141168","3-room","144"
"141150","Executive","109"
"141092","Studio Apartment","18"
"141092","2-room","3"
"141092","3-room","22"
"141092","4-room","86"
"141092","5-room","25"
"141090","Studio Apartment","32"
"141090","2-room","6"
"141090","3-room","116"
"141090","4-room","195"
"141090","5-room","40"
"141089","Studio Apartment","35"
"141089","2-room","3"
"141089","3-room","116"
"141089","4-room","185"
"141089","5-room","40"
"141087","3-room","160"
"141087","4-room","160"
"141086","4-room","240"
"141086","5-room","80"
"141083","4-room","54"
"141083","5-room","27"
"141082","4-room","67"
"141082","5-room","50"
"141081","4-room","19"
"141081","5-room","64"
"141081","Executive","2"
"141080","4-room","19"
"141080","5-room","60"
"141080","Executive","2"
"141060","4-room","108"
"141060","5-room","29"
"141058","3-room","8"
"141057","3-room","8"
"141056","2-room","30"
"141056","3-room","86"
"141056","4-room","2"
"141055","2-room","29"
"141055","3-room","87"
"141055","4-room","2"
"141053","3-room","6"
"141052","4-room","156"
"141052","5-room","78"
"141051","2-room","19"
"141051","3-room","64"
"141051","4-room","28"
"141050","3-room","8"
"141049","1-room","18"
"141049","2-room","66"
"141049","3-room","12"
"141048","1-room","21"
"141048","2-room","77"
"141048","3-room","14"
"141045","2-room","29"
"141045","3-room","87"
"141045","4-room","2"
"141044","4-room","4"
"141043","4-room","4"
"141042","2-room","29"
"141042","3-room","87"
"141042","4-room","2"
"141041","2-room","29"
"141041","3-room","87"
"141041","4-room","2"
"141036","2-room","27"
"141036","3-room","87"
"141036","4-room","3"
"141035","2-room","30"
"141035","3-room","88"
"141035","4-room","1"
"141031","2-room","27"
"141031","3-room","71"
"141031","4-room","5"
"141029","2-room","27"
"141029","3-room","77"
"141029","4-room","2"
"141026","2-room","27"
"141026","3-room","81"
"141026","4-room","3"
"141023","4-room","96"
"141007","4-room","50"
"141007","5-room","29"
"140184","4-room","26"
"140184","5-room","96"
"140183","4-room","27"
"140183","5-room","39"
"140182","4-room","75"
"140182","5-room","12"
"140181","4-room","75"
"140181","5-room","12"
"140171","3-room","120"
"140170","3-room","194"
"140170","5-room","3"
"140169","3-room","198"
"140169","5-room","1"
"140168","4-room","228"
"140167","3-room","144"
"140166","3-room","104"
"140166","5-room","3"
"140165","3-room","106"
"140165","5-room","2"
"140164","3-room","101"
"140164","5-room","3"
"140163","3-room","97"
"140163","5-room","3"
"140162","3-room","100"
"140161","3-room","169"
"140161","4-room","57"
"140161","5-room","1"
"140160","3-room","167"
"140160","4-room","57"
"140160","5-room","2"
"140158","3-room","101"
"140158","5-room","1"
"140157","3-room","140"
"140156","2-room","144"
"140155","2-room","144"
"140154","3-room","140"
"140153","3-room","80"
"140152","3-room","80"
"140151","1-room","196"
"140149","Executive","68"
"140148","Executive","110"
"140147","Executive","24"
"140146","5-room","84"
"140145","4-room","32"
"140145","5-room","19"
"140143","4-room","39"
"140143","5-room","36"
"140133","5-room","40"
"140132","5-room","50"
"140131","5-room","59"
"140130","4-room","95"
"140129","4-room","95"
"140113","2-room","8"
"140113","3-room","64"
"140113","4-room","4"
"140112","2-room","10"
"140112","3-room","62"
"140112","4-room","4"
"140111","2-room","10"
"140111","3-room","66"
"140111","4-room","2"
"140110","2-room","10"
"140110","3-room","62"
"140110","4-room","4"
"140109","2-room","10"
"140109","3-room","68"
"140109","4-room","1"
"140108","2-room","8"
"140108","3-room","64"
"140108","4-room","4"
"140107","2-room","99"
"140106","2-room","99"
"140104","2-room","99"
"140103","2-room","99"
"140102","2-room","10"
"140102","3-room","80"
"140102","4-room","5"
"140101","2-room","10"
"140101","3-room","62"
"140101","4-room","4"
"140100","2-room","9"
"140100","3-room","61"
"140100","4-room","5"
"140099","2-room","10"
"140099","3-room","84"
"140099","4-room","3"
"140098","2-room","9"
"140098","3-room","85"
"140098","4-room","3"
"140097","2-room","9"
"140097","3-room","87"
"140097","4-room","2"
"140096","2-room","9"
"140096","3-room","65"
"140096","4-room","3"
"140095","2-room","10"
"140095","3-room","82"
"140095","4-room","4"
"140094","2-room","10"
"140094","3-room","86"
"140094","4-room","2"
"140093","2-room","10"
"140093","3-room","86"
"140093","4-room","2"
"140092","2-room","10"
"140092","3-room","86"
"140092","4-room","2"
"140091","2-room","10"
"140091","3-room","80"
"140091","4-room","5"
"140090","2-room","9"
"140090","3-room","81"
"140090","4-room","5"
"140089","2-room","10"
"140089","3-room","86"
"140089","4-room","2"
"140088","2-room","10"
"140088","3-room","84"
"140088","4-room","3"
"140087","2-room","10"
"140087","3-room","86"
"140087","4-room","2"
"140086","2-room","10"
"140086","3-room","90"
"140085","2-room","10"
"140085","3-room","90"
"140084","2-room","9"
"140084","3-room","61"
"140084","4-room","5"
"140083","2-room","64"
"140083","3-room","190"
"140083","4-room","1"
"140082","2-room","62"
"140082","3-room","188"
"140082","4-room","3"
"140081","2-room","64"
"140081","3-room","192"
"140066","2-room","28"
"140066","3-room","86"
"140066","4-room","3"
"140065","2-room","27"
"140065","3-room","77"
"140065","4-room","8"
"140064","2-room","28"
"140064","3-room","84"
"140064","4-room","4"
"140063","2-room","29"
"140063","3-room","83"
"140063","4-room","4"
"140062","2-room","30"
"140062","3-room","88"
"140062","4-room","1"
"140060","2-room","30"
"140060","3-room","86"
"140060","4-room","2"
"140059","2-room","28"
"140059","3-room","82"
"140059","4-room","5"
"140058","2-room","29"
"140058","3-room","85"
"140058","4-room","3"
"140056","4-room","78"
"140056","5-room","76"
"140055","4-room","105"
"140055","5-room","76"
"140052","3-room","6"
"140051","4-room","147"
"140051","5-room","29"
"140050","4-room","147"
"140050","5-room","29"
"140049","4-room","147"
"140049","5-room","29"
"140048","4-room","195"
"140048","5-room","39"
"140047","4-room","6"
"140046","4-room","6"
"140045","1-room","21"
"140045","2-room","77"
"140045","3-room","14"
"140042","4-room","10"
"140041","4-room","6"
"140038","2-room","28"
"140038","3-room","84"
"140038","4-room","4"
"140037","2-room","28"
"140037","3-room","88"
"140037","4-room","2"
"140030","2-room","27"
"140030","3-room","79"
"140030","4-room","1"
"140028","2-room","25"
"140028","3-room","75"
"140028","4-room","7"
"140025","2-room","27"
"140025","3-room","79"
"140025","4-room","4"
"140024","2-room","27"
"140024","3-room","81"
"140024","4-room","3"
"140023","3-room","126"
"140022","4-room","42"
"140022","5-room","31"
"140021","4-room","41"
"140021","5-room","62"
"140020","4-room","53"
"140020","5-room","33"
"140019","4-room","45"
"140019","5-room","31"
"140007","4-room","45"
"140007","5-room","45"
"134028","4-room","138"
"134028","5-room","68"
"133028","3-room","76"
"133028","4-room","195"
"133028","Executive","1"
"132028","3-room","78"
"132028","4-room","182"
"131028","4-room","126"
"131028","5-room","78"
"130027","5-room","96"
"130026","5-room","96"
"130023","4-room","110"
"130022","5-room","26"
"130022","Executive","39"
"130021","3-room","140"
"130021","5-room","8"
"130020","3-room","166"
"130020","5-room","7"
"130019","4-room","102"
"130019","5-room","52"
"130018","4-room","102"
"130018","5-room","52"
"130017","4-room","102"
"130017","5-room","52"
"130014","5-room","96"
"130013","5-room","96"
"130012","5-room","96"
"130005","3-room","130"
"130005","4-room","26"
"130004","2-room","182"
"130003","3-room","124"
"130003","5-room","4"
"130002","3-room","122"
"130002","5-room","5"
"130001","3-room","118"
"130001","5-room","7"
"123440","4-room","75"
"123440","5-room","75"
"123312","4-room","156"
"123312","5-room","72"
"123311","3-room","74"
"123311","4-room","148"
"123311","5-room","74"
"122441","3-room","64"
"122441","4-room","192"
"122440","3-room","72"
"122440","4-room","72"
"122312","3-room","78"
"122312","4-room","78"
"122312","5-room","72"
"122311","3-room","74"
"122311","4-room","185"
"122311","5-room","37"
"122208","3-room","67"
"122208","4-room","72"
"121441","4-room","66"
"121441","5-room","66"
"121440","2-room","54"
"121440","3-room","102"
"121440","4-room","52"
"121312","3-room","78"
"121312","4-room","78"
"121312","5-room","72"
"121311","3-room","74"
"121311","4-room","185"
"121311","5-room","37"
"121208","3-room","67"
"121208","4-room","72"
"120731","3-room","106"
"120731","4-room","18"
"120731","Executive","1"
"120730","3-room","84"
"120730","4-room","22"
"120730","5-room","1"
"120730","Executive","1"
"120729","3-room","144"
"120729","4-room","22"
"120729","5-room","3"
"120729","Executive","2"
"120728","3-room","210"
"120728","4-room","22"
"120728","Executive","5"
"120727","3-room","6"
"120725","3-room","3"
"120724","5-room","96"
"120723","5-room","96"
"120722","3-room","3"
"120721","3-room","3"
"120717","5-room","96"
"120716","4-room","244"
"120715","3-room","159"
"120715","4-room","73"
"120715","5-room","2"
"120714","3-room","170"
"120714","4-room","22"
"120714","5-room","1"
"120714","Executive","2"
"120713","3-room","63"
"120713","4-room","17"
"120713","5-room","1"
"120713","Executive","1"
